0 [1.00e+00, 1.00e+00]
81600 [9.26e-01, 4.79e+00]
81800 [9.25e-01, 4.80e+00]
82000 [9.25e-01, 4.81e+00]
82200 [9.25e-01, 4.82e+00]
82400 [9.25e-01, 4.83e+00]
82600 [9.25e-01, 4.83e+00]
82800 [9.25e-01, 4.84e+00]
83000 [9.25e-01, 4.85e+00]
83200 [9.25e-01, 4.85e+00]
83400 [9.25e-01, 4.86e+00]
83600 [9.25e-01, 4.87e+00]
83800 [9.25e-01, 4.88e+00]
84000 [9.25e-01, 4.88e+00]
84200 [9.25e-01, 4.89e+00]
84400 [9.25e-01, 4.90e+00]
84600 [9.25e-01, 4.91e+00]
84800 [9.25e-01, 4.92e+00]
85000 [9.25e-01, 4.93e+00]
85200 [9.24e-01, 4.80e+00]
85400 [9.25e-01, 4.79e+00]
85600 [9.25e-01, 4.79e+00]
85800 [9.25e-01, 4.79e+00]
86000 [9.25e-01, 4.79e+00]
86200 [9.25e-01, 4.79e+00]
86400 [9.25e-01, 4.80e+00]
86600 [9.26e-01, 4.80e+00]
86800 [9.26e-01, 4.81e+00]
87000 [9.26e-01, 4.81e+00]
87200 [9.25e-01, 4.81e+00]
87400 [9.25e-01, 4.82e+00]
87600 [9.25e-01, 4.83e+00]
87800 [9.25e-01, 4.83e+00]
88000 [9.25e-01, 4.84e+00]
88200 [9.25e-01, 4.85e+00]
88400 [9.25e-01, 4.86e+00]
88600 [9.25e-01, 4.87e+00]
88800 [9.25e-01, 4.88e+00]
89000 [9.25e-01, 4.89e+00]
89200 [9.25e-01, 4.90e+00]
89400 [9.25e-01, 4.91e+00]
89600 [9.25e-01, 4.92e+00]
89800 [9.25e-01, 4.93e+00]
90000 [9.25e-01, 4.94e+00]
90200 [9.25e-01, 4.95e+00]
90400 [9.25e-01, 4.96e+00]
90600 [9.25e-01, 4.97e+00]
90800 [9.25e-01, 4.98e+00]
91000 [9.25e-01, 4.99e+00]
91200 [9.25e-01, 5.00e+00]
91400 [9.25e-01, 5.01e+00]
91600 [9.25e-01, 5.02e+00]
91800 [9.25e-01, 5.03e+00]
92000 [9.24e-01, 5.04e+00]
92200 [9.24e-01, 5.05e+00]
92400 [9.24e-01, 5.06e+00]
92600 [9.24e-01, 5.08e+00]
92800 [9.24e-01, 5.09e+00]
93000 [9.24e-01, 5.10e+00]
93200 [9.24e-01, 5.11e+00]
93400 [9.24e-01, 5.12e+00]
93600 [9.24e-01, 5.13e+00]
93800 [9.24e-01, 5.14e+00]
94000 [9.28e-01, 4.97e+00]
94200 [9.30e-01, 4.97e+00]
94400 [9.30e-01, 4.96e+00]
94600 [9.24e-01, 4.95e+00]
94800 [9.23e-01, 4.95e+00]
95000 [9.23e-01, 4.95e+00]
95200 [9.23e-01, 4.95e+00]
95400 [9.23e-01, 4.95e+00]
95600 [9.23e-01, 4.95e+00]
95800 [9.24e-01, 4.96e+00]
96000 [9.23e-01, 4.92e+00]
96200 [9.24e-01, 4.91e+00]
96400 [9.25e-01, 4.91e+00]
96600 [9.25e-01, 4.91e+00]
96800 [9.25e-01, 4.91e+00]
97000 [9.26e-01, 4.91e+00]
97200 [9.26e-01, 4.90e+00]
97400 [9.26e-01, 4.91e+00]
97600 [9.26e-01, 4.91e+00]
97800 [9.26e-01, 4.91e+00]
98000 [9.26e-01, 4.91e+00]
98200 [9.26e-01, 4.92e+00]
98400 [9.26e-01, 4.92e+00]
98600 [9.26e-01, 4.92e+00]
98800 [9.26e-01, 4.92e+00]
99000 [9.26e-01, 4.92e+00]
99200 [9.26e-01, 4.93e+00]
99400 [9.26e-01, 4.94e+00]
99600 [9.26e-01, 4.94e+00]
99800 [9.26e-01, 4.95e+00]
100000 [9.26e-01, 4.96e+00]
100200 [9.26e-01, 4.96e+00]
100400 [9.26e-01, 4.97e+00]
100600 [9.26e-01, 4.97e+00]
100800 [9.26e-01, 4.98e+00]
101000 [9.26e-01, 4.98e+00]
101200 [9.26e-01, 4.99e+00]
101400 [9.26e-01, 4.98e+00]
101600 [9.26e-01, 4.99e+00]
101800 [9.26e-01, 5.00e+00]
102000 [9.26e-01, 5.01e+00]
102200 [9.26e-01, 5.02e+00]
102400 [9.26e-01, 5.02e+00]
102600 [9.30e-01, 4.89e+00]
102800 [9.30e-01, 4.89e+00]
103000 [9.30e-01, 4.89e+00]
103200 [9.30e-01, 4.89e+00]
103400 [9.30e-01, 4.90e+00]
103600 [9.30e-01, 4.90e+00]
103800 [9.29e-01, 4.90e+00]
104000 [9.29e-01, 4.90e+00]
104200 [9.28e-01, 4.90e+00]
104400 [9.28e-01, 4.90e+00]
104600 [9.28e-01, 4.91e+00]
104800 [9.28e-01, 4.91e+00]
105000 [9.28e-01, 4.91e+00]
105200 [9.28e-01, 4.91e+00]
105400 [9.27e-01, 4.82e+00]
105600 [9.27e-01, 4.82e+00]
105800 [9.27e-01, 4.82e+00]
106000 [9.27e-01, 4.82e+00]
106200 [9.26e-01, 4.82e+00]
106400 [9.26e-01, 4.82e+00]
106600 [9.26e-01, 4.82e+00]
106800 [9.26e-01, 4.82e+00]
107000 [9.26e-01, 4.82e+00]
107200 [9.26e-01, 4.82e+00]
107400 [9.26e-01, 4.83e+00]
107600 [9.26e-01, 4.83e+00]
107800 [9.26e-01, 4.83e+00]
108000 [9.26e-01, 4.84e+00]
108200 [9.26e-01, 4.84e+00]
108400 [9.26e-01, 4.84e+00]
108600 [9.25e-01, 4.84e+00]
108800 [9.25e-01, 4.85e+00]
109000 [9.25e-01, 4.85e+00]
109200 [9.25e-01, 4.85e+00]
109400 [9.25e-01, 4.86e+00]
109600 [9.28e-01, 4.74e+00]
109800 [9.26e-01, 4.74e+00]
110000 [9.26e-01, 4.74e+00]
110200 [9.25e-01, 4.75e+00]
110400 [9.24e-01, 4.75e+00]
110600 [9.24e-01, 4.75e+00]
110800 [9.24e-01, 4.76e+00]
111000 [9.23e-01, 4.76e+00]
111200 [9.23e-01, 4.76e+00]
111400 [9.23e-01, 4.77e+00]
111600 [9.23e-01, 4.77e+00]
111800 [9.23e-01, 4.77e+00]
112000 [9.23e-01, 4.78e+00]
112200 [9.23e-01, 4.78e+00]
112400 [9.23e-01, 4.79e+00]
112600 [9.23e-01, 4.79e+00]
112800 [9.22e-01, 4.80e+00]
113000 [9.23e-01, 4.80e+00]
113200 [9.23e-01, 4.81e+00]
113400 [9.22e-01, 4.81e+00]
113600 [9.22e-01, 4.81e+00]
113800 [9.22e-01, 4.82e+00]
114000 [9.22e-01, 4.83e+00]
114200 [9.22e-01, 4.84e+00]
114400 [9.22e-01, 4.84e+00]
114600 [9.22e-01, 4.85e+00]
114800 [9.22e-01, 4.86e+00]
115000 [9.22e-01, 4.87e+00]
115200 [9.22e-01, 4.88e+00]
115400 [9.22e-01, 4.89e+00]
115600 [9.22e-01, 4.88e+00]
115800 [9.22e-01, 4.86e+00]
116000 [9.22e-01, 4.86e+00]
116200 [9.22e-01, 4.87e+00]
116400 [9.22e-01, 4.88e+00]
116600 [9.22e-01, 4.89e+00]
116800 [9.22e-01, 4.90e+00]
117000 [9.22e-01, 4.91e+00]
117200 [9.22e-01, 4.92e+00]
117400 [9.22e-01, 4.93e+00]
117600 [9.22e-01, 4.94e+00]
117800 [9.22e-01, 4.95e+00]
118000 [9.22e-01, 4.96e+00]
118200 [9.22e-01, 4.96e+00]
118400 [9.22e-01, 4.97e+00]
118600 [9.21e-01, 4.98e+00]
118800 [9.18e-01, 4.88e+00]
119000 [9.18e-01, 4.88e+00]
119200 [9.18e-01, 4.88e+00]
119400 [9.18e-01, 4.88e+00]
119600 [9.18e-01, 4.88e+00]
119800 [9.18e-01, 4.88e+00]
120000 [9.18e-01, 4.89e+00]
120200 [9.18e-01, 4.89e+00]
120400 [9.19e-01, 4.89e+00]
120600 [9.19e-01, 4.86e+00]
120800 [9.19e-01, 4.85e+00]
121000 [9.19e-01, 4.86e+00]
121200 [9.19e-01, 4.86e+00]
121400 [9.19e-01, 4.87e+00]
121600 [9.19e-01, 4.87e+00]
121800 [9.19e-01, 4.88e+00]
122000 [9.19e-01, 4.88e+00]
122200 [9.19e-01, 4.87e+00]
122400 [9.19e-01, 4.88e+00]
122600 [9.19e-01, 4.89e+00]
122800 [9.19e-01, 4.90e+00]
123000 [9.19e-01, 4.91e+00]
123200 [9.19e-01, 4.91e+00]
123400 [9.19e-01, 4.92e+00]
123600 [9.19e-01, 4.93e+00]
123800 [9.19e-01, 4.94e+00]
124000 [9.19e-01, 4.94e+00]
124200 [9.19e-01, 4.95e+00]
124400 [9.19e-01, 4.96e+00]
124600 [9.18e-01, 4.87e+00]
124800 [9.19e-01, 4.87e+00]
125000 [9.19e-01, 4.87e+00]
125200 [9.19e-01, 4.87e+00]
125400 [9.19e-01, 4.88e+00]
125600 [9.19e-01, 4.88e+00]
125800 [9.19e-01, 4.88e+00]
126000 [9.19e-01, 4.88e+00]
126200 [9.19e-01, 4.89e+00]
126400 [9.19e-01, 4.89e+00]
126600 [9.19e-01, 4.90e+00]
126800 [9.19e-01, 4.90e+00]
127000 [9.19e-01, 4.91e+00]
127200 [9.19e-01, 4.91e+00]
127400 [9.19e-01, 4.92e+00]
127600 [9.19e-01, 4.93e+00]
127800 [9.19e-01, 4.93e+00]
128000 [9.19e-01, 4.94e+00]
128200 [9.19e-01, 4.95e+00]
128400 [9.19e-01, 4.96e+00]
128600 [9.19e-01, 4.97e+00]
128800 [9.19e-01, 4.98e+00]
129000 [9.19e-01, 4.98e+00]
129200 [9.19e-01, 4.99e+00]
129400 [9.19e-01, 5.00e+00]
129600 [9.19e-01, 5.01e+00]
129800 [9.19e-01, 5.02e+00]
130000 [9.19e-01, 5.03e+00]
