"Time","Subsystem #1|CTLs|Vars|Isderr8","Subsystem #1|CTLs|Vars|Isdrefongrid8","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr","Subsystem #1|CTLs|Vars|udA8"
0.01065,-3.360689895E-4,0.6819072727,0.3173617253,9.973811247E-5,-1.046749417E-4
0.0107,-7.824165843E-4,0.6819171024,0.3173663001,1.073109755E-4,-1.158476128E-4
0.01075,-0.001218572824,0.681928068,0.3173714035,1.157608431E-4,-1.267765313E-4
0.0108,-0.001643095543,0.6819398877,0.3173769044,1.248689273E-4,-1.374253703E-4
0.01085,-0.002055692916,0.6819522526,0.3173826591,1.343952501E-4,-1.477865396E-4
0.0109,-0.002456337913,0.6819648451,0.3173885197,1.440932515E-4,-1.578590651E-4
0.01095,-0.002845317014,0.6819773508,0.3173943399,1.537191119E-4,-1.676498135E-4
0.011,-0.003222948676,0.6819894663,0.3173999784,1.630375287E-4,-1.771664584E-4
0.01105,-0.003589711643,0.6820009031,0.3174053012,1.718250851E-4,-1.86420691E-4
0.0111,-0.00394602068,0.6820113907,0.3174101821,1.798720367E-4,-1.954226137E-4
0.01115,-0.004292391058,0.6820206765,0.3174145038,1.869830981E-4,-2.041848535E-4
0.0112,-0.004629241147,0.6820285271,0.3174181575,1.929776146E-4,-2.127176262E-4
0.01125,-0.004957066002,0.6820347275,0.3174210431,1.976893569E-4,-2.210330766E-4
0.0113,-0.005276253896,0.6820390803,0.317423069,2.009660966E-4,-2.291406905E-4
0.01135,-0.005587259222,0.6820414059,0.3174241513,2.026690558E-4,-2.370516177E-4
0.0114,-0.005890429767,0.6820415407,0.317424214,2.02672294E-4,-2.447743526E-4
0.01145,-0.006186174123,0.682039337,0.3174231884,2.008620679E-4,-2.523189191E-4
0.0115,-0.006474798392,0.6820346619,0.3174210126,1.971361885E-4,-2.596927881E-4
0.01155,-0.006756666176,0.6820273963,0.3174176312,1.914033878E-4,-2.669048761E-4
0.0116,-0.007032044446,0.6820174347,0.317412995,1.835827062E-4,-2.739616918E-4
0.01165,-0.007301254698,0.6820046838,0.3174070607,1.736029007E-4,-2.808711145E-4
0.0117,-0.007564528339,0.6819890622,0.3173997904,1.614018812E-4,-2.876387779E-4
0.01175,-0.007822148532,0.6819704994,0.3173911512,1.469261712E-4,-2.942716163E-4
0.0118,-0.008074314769,0.6819489355,0.3173811153,1.301303958E-4,-3.007744781E-4
0.01185,-0.008321275554,0.6819243203,0.3173696593,1.109767959E-4,-3.071534427E-4
0.0119,-0.008563202144,0.6818966128,0.3173567641,8.943476625E-5,-3.134126635E-4
0.01195,-0.008800311785,0.6818657807,0.3173424148,6.548041891E-5,-3.195574485E-4
0.012,-0.009032750743,0.6818317996,0.3173265999,3.909616875E-5,-3.255913358E-4
0.01205,-0.009260708354,0.6817946531,0.3173093118,1.027034133E-5,-3.315189444E-4
0.0121,-0.009484308738,0.6817543317,0.3172905461,-2.100319858E-5,-3.373432669E-4
0.01215,-0.009703716255,0.6817108324,0.3172703014,-5.472539865E-5,-3.430683052E-4
0.0122,-0.009919035625,0.6816641589,0.3172485794,-9.089235187E-5,-3.486965739E-4
0.01225,-0.01013040882,0.6816143203,0.3172253844,-1.294956117E-4,-3.542315219E-4
0.0123,-0.01033792349,0.6815613316,0.3172007232,-1.705224905E-4,-3.596752429E-4
0.01235,-0.01054170177,0.6815052125,0.3171746053,-2.139563415E-4,-3.650306952E-4
0.0124,-0.01074181623,0.6814459878,0.3171470419,-2.597768266E-4,-3.702996009E-4
0.01245,-0.01093837137,0.6813836866,0.3171180467,-3.079601689E-4,-3.754844816E-4
0.0125,-0.01113142665,0.6813183422,0.3170876352,-3.584793923E-4,-3.805867364E-4
0.01255,-0.01132107082,0.6812499916,0.3170558247,-4.11304548E-4,-3.856084968E-4
0.0126,-0.01150735191,0.6811786756,0.317022634,-4.66402929E-4,-3.905508794E-4
0.01265,-0.0116903448,0.6811044382,0.3169880837,-5.237392732E-4,-3.95415673E-4
0.0127,-0.01187008749,0.6810273264,0.3169521956,-5.832759552E-4,-4.002037458E-4
0.01275,-0.01204664262,0.6809473901,0.316914993,-6.449731682E-4,-4.049165832E-4
0.0128,-0.01222003958,0.680864682,0.3168765004,-7.087890962E-4,-4.095548406E-4
0.01285,-0.01239033013,0.6807792569,0.3168367433,-7.746800765E-4,-4.141197342E-4
0.0129,-0.01255753622,0.6806911719,0.3167957483,-8.426007538E-4,-4.186117347E-4
0.01295,-0.0127217002,0.6806004864,0.3167535429,-9.12504226E-4,-4.230318248E-4
0.013,-0.0128828375,0.6805072611,0.3167101556,-9.843421822E-4,-4.273803141E-4
0.01305,-0.01304098226,0.680411559,0.3166656156,-0.001058065033,-4.316579809E-4
0.0131,-0.01319614445,0.6803134441,0.3166199526,-0.001133622033,-4.358649997E-4
0.01315,-0.01334835095,0.6802129821,0.3165731973,-0.001210961401,-4.400019686E-4
0.0132,-0.01349760711,0.6801102399,0.3165253807,-0.001290030425,-4.440689471E-4
0.01325,-0.01364393366,0.6800052852,0.3164765345,-0.001370775571,-4.4806638E-4
0.0133,-0.01378733195,0.6798981871,0.3164266907,-0.001453142579,-4.519942282E-4
0.01335,-0.0139278174,0.6797890152,0.3163758818,-0.00153707656,-4.558528039E-4
0.0134,-0.01406538819,0.6796778401,0.3163241406,-0.001622522081,-4.596419887E-4
0.01345,-0.01420005511,0.6795647328,0.3162715001,-0.001709423248,-4.633619799E-4
0.0135,-0.01433181372,0.6794497649,0.3162179937,-0.001797723787,-4.670125936E-4
0.01355,-0.01446067103,0.6793330085,0.3161636549,-0.001887367119,-4.705939325E-4
0.0136,-0.01458662041,0.6792145361,0.3161085175,-0.001978296428,-4.74105758E-4
0.01365,-0.01470966569,0.6790944202,0.3160526152,-0.002070454729,-4.775480936E-4
0.0137,-0.01482979863,0.6789727337,0.3159959819,-0.002163784931,-4.809206606E-4
0.01375,-0.0149470204,0.6788495496,0.3159386516,-0.002258229896,-4.842234151E-4
0.0138,-0.01506132156,0.6787249407,0.3158806583,-0.002353732494,-4.874560485E-4
0.01385,-0.0151727012,0.67859898,0.3158220358,-0.002450235657,-4.906184649E-4
